Electoral_Dist,Year,Poll_Div,Poll_Station,Poll_Road,Poll_Location ,Census_Poll_Location,PNM,UNC,COP,TOP,STAR,NNV,John_IND,Rejected_Ballots,Tot_Ballots_Cast,Registered_Voters
St. Ann's East,2010,,San Juan North Secondary School,,San Juan,SAN JUAN,221,156,0,0,,,,,,
St. Ann's East,2010,,San Juan North Secondary School,,San Juan,SAN JUAN,212,134,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,196,107,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,179,132,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,173,99,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,240,153,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,130,67,0,0,,,,,,
St. Ann's East,2010,,Bourg Mulatresse RC School,,San Juan,SAN JUAN,130,78,0,0,,,,,,
St. Ann's East,2010,,San Juan Boys RC School,,San Juan,SAN JUAN,169,75,0,0,,,,,,
St. Ann's East,2010,,San Juan Boys RC School,,San Juan,SAN JUAN,143,76,0,0,,,,,,
St. Ann's East,2010,,San Juan South Secondary School,,San Juan,SAN JUAN,158,240,0,0,,,,,,
St. Ann's East,2010,,San Juan South Secondary School,,San Juan,SAN JUAN,184,65,0,0,,,,,,
St. Ann's East,2010,,San Juan South Secondary School,,San Juan,SAN JUAN,181,63,0,0,,,,,,
St. Ann's East,2010,,San Juan South Secondary School,,San Juan,SAN JUAN,249,52,0,0,,,,,,
St. Ann's East,2010,,San Juan South Secondary School,,San Juan,SAN JUAN,95,21,0,0,,,,,,
St. Joseph,2010,,San Juan Girls RC School,,San Juan,SAN JUAN,213,83,0,0,,,,,,
St. Joseph,2010,,San Juan Boys RC School,,San Juan,SAN JUAN,181,44,0,0,,,,,,
St. Joseph,2010,,Trinidad Harmony Friendly Society,,San Juan,SAN JUAN,259,157,0,0,,,,,,
St. Joseph,2010,,St. John the Baptist RC Church,,San Juan,SAN JUAN,240,55,0,0,,,,,,
St. Joseph,2010,,St. John the Baptist RC Church,,San Juan,SAN JUAN,226,80,0,0,,,,,,
St. Joseph,2010,,St. John the Baptist RC Church,,San Juan,SAN JUAN,211,209,0,0,,,,,,
St. Joseph,2010,,San Juan Boys RC School,,San Juan,SAN JUAN,119,114,0,0,,,,,,
St. Joseph,2010,,San Juan Boys RC School,,San Juan,SAN JUAN,100,237,0,0,,,,,,
St. Joseph,2010,,San Juan Girls RC School,,San Juan,SAN JUAN,55,332,0,0,,,,,,
Barataria/San Juan,2010,1095_01,SAN JUAN SOUTH SECONDARY SCHOOL ,MOREAU ROAD VIA SADDLE ROAD ,SAN JUAN ,SAN JUAN ,204,97,0,0,0,0,0,2,303,921
Barataria/San Juan,2010,1095_02,SAN JUAN SOUTH SECONDARY SCHOOL ,MOREAU ROAD VIA SADDLE ROAD ,SAN JUAN ,SAN JUAN ,143,106,0,0,0,0,0,1,250,
Barataria/San Juan,2010,1100,FEBEAU GOVERNMENT PRIMARY SCHOOL ,"LP 23 SADDLE ROAD, CONCORD VILLAGE",SAN JUAN ,SAN JUAN ,181,133,0,0,0,0,0,1,315,501
Barataria/San Juan,2010,1105,SAN JUAN SEVENTH DAY ADVENTIST PRIMARY SCHOOL ,LP 57 MISSION ROAD,SAN JUAN ,SAN JUAN ,233,165,0,0,0,0,0,2,400,577
Barataria/San Juan,2010,1106,SAN JUAN PRESBYTERIAN SCHOOL ,COR SADDLE ROAD & MISSION ROAD ,SAN JUAN ,SAN JUAN ,127,216,0,0,0,0,0,0,343,483
Barataria/San Juan,2010,1110,SAN JUAN GIRLS GOVERNMENT PRIMARY SCHOOL,60 SECOND STREET ,SAN JUAN ,SAN JUAN ,172,195,0,0,0,0,0,5,372,526
Barataria/San Juan,2010,1120,SAN JUAN BOYS GOVERNMENT PRIMARY SCHOOL,SECOND STRET ,SAN JUAN ,SAN JUAN ,214,171,0,0,0,0,0,0,385,600
Barataria/San Juan,2010,1125,SAN JUAN PRESBYTERIAN SCHOOL ,COR SADDLE ROAD & MISSION ROAD ,SAN JUAN ,SAN JUAN ,211,95,0,0,0,0,0,0,306,476
Barataria/San Juan,2010,1130_01,FEBEAU GOVERNMENT PRIMARY SCHOOL ,"LP 23 SADDLE ROAD, CONCORD VILLAGE",SAN JUAN ,SAN JUAN ,213,39,0,0,0,0,0,0,252,880
Barataria/San Juan,2010,1130_02,FEBEAU GOVERNMENT PRIMARY SCHOOL ,"LP 23 SADDLE ROAD, CONCORD VILLAGE",SAN JUAN ,SAN JUAN ,195,63,0,0,0,0,0,0,258,
Barataria/San Juan,2010,1385,EL SOCORRO ISLAMIA TLA SCHOOL ,BISSESSAR ST ,EL SOCORRO ,SAN JUAN ,77,126,0,0,0,0,0,0,203,306
Barataria/San Juan,2010,1390,CHANKA MARAK EL SOCORRO SDMS SCHOOL ,"MARAJ ST, EL SOCORRO ",SAN JUAN ,SAN JUAN ,113,264,0,0,0,0,0,0,377,523
Barataria/San Juan,2010,1395,EL SOCORRO ISLAMIA TLA SCHOOL ,BISSESSAR ST ,EL SOCORRO ,SAN JUAN ,107,151,0,0,0,0,0,0,258,385
Barataria/San Juan,2010,1400_01,CHANKA MARAK EL SOCORRO SDMS SCHOOL ,"MARAJ ST, EL SOCORRO ",SAN JUAN ,SAN JUAN ,94,259,0,0,0,0,0,2,355,390
Barataria/San Juan,2010,1400_02,CHANKA MARAK EL SOCORRO SDMS SCHOOL ,"MARAJ ST, EL SOCORRO ",SAN JUAN ,SAN JUAN ,50,278,0,0,0,0,0,1,329,
Barataria/San Juan,2010,1440,EL SOCORRO ISLAMIA TLA SCHOOL ,BISSESSAR ST ,EL SOCORRO ,SAN JUAN ,47,376,0,0,0,0,0,6,429,545
La Horquetta/Talparo,2010,,San Rafael R.C. School,,San Rafael,SAN RAFAEL,78,304,0,0,,,,,,
La Horquetta/Talparo,2010,,San Rafael R.C. School,,San Rafael,SAN RAFAEL,65,342,0,0,,,,,,
La Horquetta/Talparo,2010,,San Rafael R.C. School,,San Rafael,SAN RAFAEL,42,268,0,0,,,,,,
La Horquetta/Talparo,2010,,San Rafael R.C. School,,San Rafael,SAN RAFAEL,142,282,0,0,,,,,,
La Horquetta/Talparo,2010,,San Rafael R.C. School,,San Rafael,SAN RAFAEL,124,316,0,0,,,,,,
Cumuto/Manzanilla ,2010,2270,SANGRE CHIQUITO PRESBYTERIAN SCHOOL ,EASTERN MAIN ROAD ,SANGRE CHIQUITO ,SANGRE CHIQUITO ,51,145,0,0,2,0,0,1,199,278
Cumuto/Manzanilla ,2010,2275,SANGRE CHIQUITO PRESBYTERIAN SCHOOL,EASTERN MAIN ROAD ,SANGRE CHIQUITO ,SANGRE CHIQUITO ,58,187,0,0,0,0,0,1,246,331
Cumuto/Manzanilla ,2010,2282,SANGRE CHIQUITO PRESBYTERIAN SCHOOL ,EASTERN MAIN ROAD ,SANGRE CHIQUITO ,SANGRE CHIQUITO ,128,282,0,0,2,0,0,2,414,567
Cumuto/Manzanilla ,2010,2320,SANGRE CHIQUITO PRESBYTERIAN SCHOOL ,EASTERN MAIN ROAD ,SANGRE CHIQUITO ,SANGRE CHIQUITO ,74,360,0,0,4,0,0,0,438,572
Cumuto/Manzanilla ,2010,2321,SANGRE CHIQUITO PRESBYTERIAN SCHOOL,EASTERN MAIN ROAD ,SANGRE CHIQUITO ,SANGRE CHIQUITO ,99,304,0,0,3,0,0,8,414,559
Toco/Sangre Grande,2010,,North Eastern College,,Sangre Grande,SANGRE GRANDE,288,202,0,0,,,,,,
Toco/Sangre Grande,2010,,North Eastern College,,Sangre Grande,SANGRE GRANDE,242,221,0,0,,,,,,
Toco/Sangre Grande,2010,,North Eastern College,,Sangre Grande,SANGRE GRANDE,153,265,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Hindu School,,Sangre Grande,SANGRE GRANDE,113,177,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Hindu School,,Sangre Grande,SANGRE GRANDE,93,211,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande SDA Primary School,,Sangre Grande,SANGRE GRANDE,126,124,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande SDA Primary School,,Sangre Grande,SANGRE GRANDE,113,180,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande SDA Primary School,,Sangre Grande,SANGRE GRANDE,128,202,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Hindu School,,Sangre Grande,SANGRE GRANDE,138,259,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Civic Centre,,Sangre Grande,SANGRE GRANDE,127,270,0,0,,,,,,
Toco/Sangre Grande,2010,,Cunapo RC Primary School,,Sangre Grande,SANGRE GRANDE,122,225,0,0,,,,,,
Toco/Sangre Grande,2010,,Cunapo RC Primary School,,Sangre Grande,SANGRE GRANDE,101,77,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Cultural Centre,,Sangre Grande,SANGRE GRANDE,220,232,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,161,209,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,141,196,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,171,101,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,148,100,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,197,110,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,170,107,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Secondary School,,Sangre Grande,SANGRE GRANDE,165,140,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Civic Centre,,Sangre Grande,SANGRE GRANDE,145,200,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Civic Centre,,Sangre Grande,SANGRE GRANDE,342,309,0,0,,,,,,
Toco/Sangre Grande,2010,,Sangre Grande Government Primary School,,Sangre Grande,SANGRE GRANDE,119,221,0,0,,,,,,
Cumuto/Manzanilla ,2010,2250,SANGRE GRANDE GOVERNMENT SCHOOL ,OROPOUCHE ROAD ,SANGRE GRANDE ,SANGRE GRANDE ,117,257,0,0,1,0,0,0,375,499
Cumuto/Manzanilla ,2010,2251,SANGRE GRANDE GOVERNMENT SCHOOL ,OROPOUCHE ROAD ,SANGRE GRANDE ,SANGRE GRANDE ,125,301,0,0,4,0,0,0,430,641
Cumuto/Manzanilla ,2010,2281,SANGRE GRANDE GOVT PRIMARY SCHOOL ,OROPOUCHE ROAD ,SANGRE GRANDE ,SANGRE GRANDE ,147,180,0,0,5,0,0,2,334,448
Cumuto/Manzanilla ,2010,2285_01,UPPER SANGRE GRANDE RC SCHOOL ,CEMETERY ROAD NO 2 ,SANGRE GRANDE ,SANGRE GRANDE ,165,180,0,0,2,0,0,2,349,997
Cumuto/Manzanilla ,2010,2285_02,UPPER SANGRE GRANDE RC SCHOOL ,CEMETERY ROAD NO 2 ,SANGRE GRANDE ,SANGRE GRANDE ,164,185,0,0,1,0,0,2,352,
Cumuto/Manzanilla ,2010,2290,CUNAPO ST FRANCIS RC PRIMARY SCHOOL ,BRIERLEY STREET ,SANGRE GRANDE ,SANGRE GRANDE ,114,326,0,0,1,0,0,2,443,603
Cumuto/Manzanilla ,2010,2316,UPPER SANGRE GRANDE RC SCHOOL ,CEMETERY ROAD NO 2 ,SANGRE GRANDE ,SANGRE GRANDE ,184,191,0,0,1,0,0,2,378,512
Toco/Sangre Grande,2010,,Sans Souci RC School,,Sans Souci,SANS SOUCI,178,56,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,259,126,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,214,80,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,102,64,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,143,51,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,159,55,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,174,137,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz RC Primary School,,Santa Cruz,SANTA CRUZ,135,183,0,0,,,,,,
St. Ann's East,2010,,School for the Blind,,Santa Cruz,SANTA CRUZ,140,109,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz Presbyterian Primary School,,Santa Cruz,SANTA CRUZ,121,109,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz Presbyterian Primary School,,Santa Cruz,SANTA CRUZ,100,69,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz Presbyterian Primary School,,Santa Cruz,SANTA CRUZ,91,190,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz Presbyterian Primary School,,Santa Cruz,SANTA CRUZ,85,157,0,0,,,,,,
St. Ann's East,2010,,Santa Cruz Presbyterian Primary School,,Santa Cruz,SANTA CRUZ,249,133,0,0,,,,,,
La Brea,2010,,Santa Flora A.C. School,,Santa Flora,SANTA FLORA,236,85,0,0,,,,,,
La Brea,2010,,Santa Flora A.C. School,,Santa Flora,SANTA FLORA,192,126,0,0,,,,,,
La Brea,2010,,Santa Flora Government School,,Santa Flora,SANTA FLORA,200,89,0,0,,,,,,
La Brea,2010,,Santa Flora Government School,,Santa Flora,SANTA FLORA,266,127,0,0,,,,,,
La Brea,2010,,Santa Flora Government School,,Santa Flora,SANTA FLORA,252,154,0,0,,,,,,
Arima,2010,2090_01,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,221,0,191,0,0,9,0,0,421,3637
Arima,2010,2090_02,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,248,0,175,0,0,4,0,1,428,
Arima,2010,2090_03,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,228,0,136,0,0,4,0,1,369,
Arima,2010,2090_04,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,217,0,209,0,0,4,0,1,431,
Arima,2010,2090_05,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,192,0,191,0,0,5,0,2,390,
Arima,2010,2090_06,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,185,0,211,0,0,1,0,1,398,
Arima,2010,2093_01,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,247,0,132,0,0,4,0,0,383,1929
Arima,2010,2093_02,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,265,0,97,0,0,4,0,1,367,
Arima,2010,2093_03,SANTA ROSA GOVERNMENT PRIMARY SCHOOL ,SHADDOCK CIRCLE,SANTA ROSA HEIGHTS,SANTA ROSA HEIGHTS,222,0,138,0,0,5,0,1,366,
Tobago East,2010,,Public Services Association Building,,Scarborough,SCARBOROUGH,209,0,0,291,,,,,,
Tobago East,2010,,Scarborough RC Primary School,,Scarborough,SCARBOROUGH,118,0,0,162,,,,,,
Tobago East,2010,,Scarborough RC Primary School,,Scarborough,SCARBOROUGH,995,0,0,1103,,,,,,
Tobago East,2010,,Scarborough RC Primary School,,Scarborough,SCARBOROUGH,110,0,0,168,,,,,,
Tobago East,2010,,Scarborough Methodist Primary School,,Scarborough,SCARBOROUGH,98,0,0,135,,,,,,
Tobago West,2010,,St. Nicholas Primary School,,Scarborough,SCARBOROUGH,141,0,0,139,,,,,,
Tobago West,2010,,St. Nicholas Primary School,,Scarborough,SCARBOROUGH,125,0,0,122,,,,,,
Tobago West,2010,,St. Nicholas Primary School,,Scarborough,SCARBOROUGH,94,0,0,118,,,,,,
Tobago West,2010,,Swum Community Centre,,Scarborough,SCARBOROUGH,169,0,0,225,,,,,,
Tobago West,2010,,NUGFW Building,,Scarborough,SCARBOROUGH,115,0,0,134,,,,,,
Tobago West,2010,,NUGFW Building,,Scarborough,SCARBOROUGH,109,0,0,111,,,,,,
Tobago West,2010,,Scarborough SDA Primary School,,Scarborough,SCARBOROUGH,185,0,0,173,,,,,,
Tobago West,2010,,Scarborough SDA Primary School,,Scarborough,SCARBOROUGH,146,0,0,135,,,,,,
Tobago West,2010,,Signal Hill Government Primary School,,Signal Hill,SIGNAL HILL,117,0,0,160,,,,,,
Tobago West,2010,,Signal Hill Government Primary School,,Signal Hill,SIGNAL HILL,103,0,0,145,,,,,,
Diego Martin West,2010,4375_01,Siparia Union Presbyterian School,,Siparia,SIPARIA,163,0,88,0,,,,,,
Diego Martin West,2010,4375_02,Siparia Union Presbyterian School,,Siparia,SIPARIA,83,416,0,0,,,,,,
Fyzabad,2010,4386,Siparia Road Kabir Panth Association School,,Thick Village,SIPARIA,182,123,0,0,,,,,,
Fyzabad,2010,4387,Siparia Road Presbyterian School,,Thick Village,SIPARIA,29,454,0,0,,,,,,
Fyzabad,2010,4388,Siparia Road Presbyterian School,,Thick Village,SIPARIA,19,220,0,0,,,,,,
Fyzabad,2010,,St. Brigid's Girls RC School,,Siparia,SIPARIA,106,220,0,0,,,,,,
Fyzabad,2010,,St. Brigid's Girls RC School,,Siparia,SIPARIA,204,265,0,0,,,,,,
Fyzabad,2010,,St. Brigid's Girls RC School,,Siparia,SIPARIA,118,374,0,0,,,,,,
Fyzabad,2010,,Siparia SDA Primary School,,Siparia,SIPARIA,197,147,0,0,,,,,,
Fyzabad,2010,,Siparia SDA Primary School,,Siparia,SIPARIA,163,69,0,0,,,,,,
Fyzabad,2010,,Erin Road Presbyterian School,,Siparia,SIPARIA,294,142,0,0,,,,,,
Fyzabad,2010,,Siparia West Secondary School,,Siparia,SIPARIA,180,60,0,0,,,,,,
Fyzabad,2010,,Siparia West Secondary School,,Siparia,SIPARIA,229,69,0,0,,,,,,
Oropouche West,2010,,St. Christopher's AC School,,Siparia,SIPARIA,152,316,0,0,,,,,,
Siparia,2010,,Siparia Boys RC School,,Siparia,SIPARIA,118,85,0,0,,,,,,
Siparia,2010,,Siparia Boys RC School,,Siparia,SIPARIA,284,316,0,0,,,,,,
Siparia,2010,,Siparia Boys RC School,,Siparia,SIPARIA,284,67,0,0,,,,,,
Siparia,2010,,Siparia Boys RC School,,Siparia,SIPARIA,261,103,0,0,,,,,,
Fyzabad,2010,4385,Siparia Road Presbyterian School,,Thick Village,SIPARIA ,167,119,0,0,,,,,,
Fyzabad,2010,4435_01,Siparia Road Kabir Panth Association School,,Thick Village,SIPARIA ,252,116,0,0,,,,,,
Fyzabad,2010,p.119,Siparia Road Kabir Panth Association School,,Thick Village,SIPARIA ,221,147,0,0,,,,,,
Fyzabad,2010,,Siparia Road Kabir Panth Association School,,Thick Village,SIPARIA ,131,299,0,0,,,,,,
Fyzabad,2010,,Siparia Road Kabir Panth Association School,,Thick Village,SIPARIA ,138,181,0,0,,,,,,
Princes Town,2010,,Sisters Road Anglican School,,Sisters Road Busy Corner,SISTERS VILLAGE,110,298,0,0,,,,,,
Princes Town,2010,,Sisters Road Anglican School,,Sisters Road,SISTERS VILLAGE,110,322,0,0,,,,,,
Princes Town,2010,,Sisters Road Anglican School,,Sisters Road,SISTERS VILLAGE,88,335,0,0,,,,,,
La Brea,2010,,Sobo Community Centre,,La Brea,SOBO VILLAGE,147,162,0,0,,,,,,
La Brea,2010,,Sobo Community Centre,,La Brea,SOBO VILLAGE,75,236,0,0,,,,,,
Fyzabad,2010,4395_01,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,32,367,0,0,,,,,,
Fyzabad,2010,4400_01,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,6,379,0,0,,,,,,
Fyzabad,2010,4400_02,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,23,338,0,0,,,,,,
Fyzabad,2010,4400_03,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,223,263,0,0,,,,,,
Fyzabad,2010,4405_01,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,174,316,0,0,,,,,,
Fyzabad,2010,4405_03,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,168,345,0,0,,,,,,
Fyzabad,2010,4405_03,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,189,317,0,0,,,,,,
Fyzabad,2010,44405_04,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,149,465,0,0,,,,,,
Fyzabad,2010,4405_05,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,126,311,0,0,,,,,,
Fyzabad,2010,4410_01,South Oropouche R.C. School,,South Oropouche,SOUTH OROPOUCHE,158,293,0,0,,,,,,
Fyzabad,2010,4410_02,South Oropouche Community Centre,,Avocat,SOUTH OROPOUCHE,81,369,0,0,,,,,,
Fyzabad,2010,4415,South Oropouche Community Centre,,Avocat,SOUTH OROPOUCHE,81,361,0,0,,,,,,
Point-A-Pierre,2010,,Spring Vale Hindu School,,Spring Vale,SPRING VALE,172,138,0,0,,,,,,
Point-A-Pierre,2010,,Spring Vale Hindu School,,Spring Vale,SPRING VALE,153,190,0,0,,,,,,
Tabaquite,2010,,Spring Vale Hindu School,,Spring Vale,SPRING VALE,284,394,0,0,,,,,,
Tabaquite,2010,,Spring Vale Hindu School,,Spring Vale,SPRING VALE,68,248,0,0,,,,,,
St. Augustine,2010,,Spring Village Hindu SDMS Primary School,,Curepe,SPRING VILLAGE,40,0,263,0,,,,,,
St. Augustine,2010,,Spring Village Hindu SDMS Primary School,,Curepe,SPRING VILLAGE,20,0,295,0,,,,,,
St. Augustine,2010,,Spring Village Community Centre,,Curepe,SPRING VILLAGE,5,0,345,0,,,,,,
St. Augustine,2010,,Spring Village Community Centre,,Curepe,SPRING VILLAGE,9,0,396,0,,,,,,
St. Augustine,2010,,Spring Village Community Centre,,Curepe,SPRING VILLAGE,9,0,318,0,,,,,,
Couva South ,2010,3066_01,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,62,242,0,0,0,0,0,2,306,913
Couva South ,2010,3066_02,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,28,377,0,0,0,0,0,0,405,
Couva South ,2010,3085_01,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,48,189,0,0,0,0,0,1,238,701
Couva South ,2010,3085_02,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,73,227,0,0,0,0,0,0,300,
Couva South ,2010,3090_01,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,147,359,0,0,0,0,0,8,514,2006
Couva South ,2010,3090_02,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,90,385,0,0,0,0,0,0,475,
Couva South ,2010,3090_03,BALMAIN PRESBYTERIAN SCHOOL ,SCHOOL STREET ,BALMAIN ,SPRING VILLAGE ,98,467,0,0,0,0,0,2,567,
Cumuto/Manzanilla ,2010,2300_01,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,91,179,0,0,1,0,0,4,275,730
Cumuto/Manzanilla ,2010,2300_02,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,67,190,0,0,0,0,0,0,257,
Cumuto/Manzanilla ,2010,2301,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,128,198,0,0,2,0,0,0,328,420
Cumuto/Manzanilla ,2010,2310_01,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,186,196,0,0,0,0,0,1,383,1423
Cumuto/Manzanilla ,2010,2310_02,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,131,183,0,0,1,0,0,2,317,
Cumuto/Manzanilla ,2010,2310_03,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,104,187,0,0,4,0,0,1,296,
Cumuto/Manzanilla ,2010,2315_01,GROVESNOR PRESBYTERIAN SCHOOL ,2 1/2 MM CUNAPO SOUTHERN RD ,COALMINE,SPRING VILLAGE ,131,260,0,0,2,0,0,1,394,550
Chaguanas West ,2010,2867,SARASWATTIE GIRLS COLLEGE ,NEW SETTLEMENT ROAD ,CHAGUANAS,ST CHARLES VILLAGE,26,371,0,0,0,0,0,0,397,540
Chaguanas West ,2010,2880_01,CHAGUANAS GOVT PRIMARY SCHOOL ,10TH AVENUE ORCHARD GARDENS ,CHAGUANAS,ST CHARLES VILLAGE,114,287,0,0,0,0,0,0,401,1265
Chaguanas West ,2010,2880_02,CHAGUANAS GOVT PRIMARY SCHOOL ,10TH AVENUE ORCHARD GARDENS ,CHAGUANAS,ST CHARLES VILLAGE,88,440,0,0,0,0,0,0,528,
Chaguanas West ,2010,2885,CHAGUANAS GOVT PRIMARY SCHOOL ,10TH AVENUE ORCHARD GARDENS ,CHAGUANAS,ST CHARLES VILLAGE,114,388,0,0,0,0,0,13,515,266
Caroni East,2010,2685_01,SATNARINE PERSAD MEMORIAL ST HELENA HINDU SCHOOL ,LP 221 CARONI SOUTH BANK ROAD,"ST HELENA V'GE, PIARCO ",ST HELENA VILLAGE,6,429,0,0,0,0,0,4,439,1712
Caroni East,2010,2685_02,SATNARINE PERSAD MEMORIAL ST HELENA HINDU SCHOOL ,LP 221 CARONI SOUTH BANK ROAD,"ST HELENA V'GE, PIARCO ",ST HELENA VILLAGE,6,366,0,0,0,0,0,0,372,
Caroni East,2010,2685_03,SATNARINE PERSAD MEMORIAL ST HELENA HINDU SCHOOL ,LP 221 CARONI SOUTH BANK ROAD,"ST HELENA V'GE, PIARCO ",ST HELENA VILLAGE,8,529,0,0,0,0,0,0,537,
Tobago East,2010,,St. Andrews Anglican School,,Calder Hall,ST. ANDREW'S VILLAGE,177,0,0,125,,,,,,
Tobago East,2010,,St. Andrews Anglican School,,Calder Hall,ST. ANDREW'S VILLAGE,153,0,0,144,,,,,,
Port of Spain North / St. Ann's West,2010,,Community Workshop,,St. Ann's,ST. ANN'S,183,163,0,0,,,,,,
