Electoral_Dist,Year,Poll_Div,Poll_Station,Poll_Road,Poll_Location ,Census_Poll_Location,PNM,UNC,COP,TOP,STAR,NNV,John_IND,Rejected_Ballots,Tot_Ballots_Cast,Registered_Voters
Diego Martin Central,2010,0100_02,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,113,0,167,0,,,,,,
Diego Martin Central,2010,0102_,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,162,0,214,0,,,,,,
Diego Martin Central,2010,0103_01,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,97,0,128,0,,,,,,
Diego Martin Central,2010,0103_02,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,96,0,113,0,,,,,,
Diego Martin Central,2010,104,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,200,0,211,0,,,,,,
Diego Martin Central,2010,110,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,157,0,106,0,,,,,,
Diego Martin Central,2010,0111_01,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,192,0,116,0,,,,,,
Diego Martin Central,2010,0111_02,Diego Martin Central Secondary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,196,0,178,0,,,,,,
Diego Martin Central,2010,0112_,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,198,0,155,0,,,,,,
Diego Martin Central,2010,113,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,194,0,84,0,,,,,,
Diego Martin Central,2010,0114_01,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,156,0,89,0,,,,,,
Diego Martin Central,2010,0114_02,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,218,0,161,0,,,,,,
Diego Martin Central,2010,116,Diamond Vale Government Primary School,,Diamond Vale Diego Martin,DIEGO MARTIN PROPER,203,0,177,0,,,,,,
Diego Martin Central,2010,117,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,156,0,135,0,,,,,,
Diego Martin Central,2010,118,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,150,0,155,0,,,,,,
Diego Martin Central,2010,130,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,197,0,112,0,,,,,,
Diego Martin Central,2010,0136_01,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,107,0,205,0,,,,,,
Diego Martin Central,2010,0136_02,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,81,0,284,0,,,,,,
Diego Martin North/East,2010,0125_,Diego Martin North Secondary School,,Diego Martin,DIEGO MARTIN PROPER,153,0,82,0,,,,,,
Diego Martin North/East,2010,0128_01,Diego Martin North Secondary School,,Diego Martin,DIEGO MARTIN PROPER,166,104,0,0,,,,,,
Diego Martin North/East,2010,0128_02,Diego Martin North Secondary School,,Diego Martin,DIEGO MARTIN PROPER,137,262,0,0,,,,,,
Diego Martin North/East,2010,129,Diego Martin North Secondary School,,Diego Martin,DIEGO MARTIN PROPER,119,203,0,0,,,,,,
Diego Martin West,2010,0050_01,St. Anthony's College,,Diego Martin,DIEGO MARTIN PROPER,89,0,266,0,,,,,,
Diego Martin West,2010,0950_02,St. Anthony's College,,Diego Martin,DIEGO MARTIN PROPER,67,0,424,0,,,,,,
Diego Martin West,2010,*0052,The International School of POS,,Diego Martin,DIEGO MARTIN PROPER,77,0,430,0,,,,,,
Diego Martin West,2010,0066_01,Crystal Stream Government Primary School,,Diego Martin,DIEGO MARTIN PROPER,64,0,236,0,,,,,,
Diego Martin West,2010,0066_02,Crystal Stream Government Primary School,,Diego Martin,DIEGO MARTIN PROPER,60,0,274,0,,,,,,
Diego Martin West,2010,80,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,149,0,73,0,,,,,,
Diego Martin West,2010,0081_01,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,258,0,47,0,,,,,,
Diego Martin West,2010,81-02,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,105,0,125,0,,,,,,
Diego Martin West,2010,82,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,88,0,182,0,,,,,,
Diego Martin West,2010,83,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,114,0,43,0,,,,,,
Diego Martin West,2010,84_1,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,115,0,82,0,,,,,,
Diego Martin West,2010,84_2,Diego Martin Central Secondary School,,Diego Martin,DIEGO MARTIN PROPER,166,0,179,0,,,,,,
Diego Martin West,2010,108_1,Diego Martin Government Primary School,,Diego Martin,DIEGO MARTIN PROPER,102,0,120,0,,,,,,
Diego Martin West,2010,108_2,Diego Martin Government Primary School,,Diego Martin,DIEGO MARTIN PROPER,68,0,20,0,,,,,,
Diego Martin West,2010,109,Diego Martin Government Primary School,,Diego Martin,DIEGO MARTIN PROPER,223,0,139,0,,,,,,
Diego Martin West,2010,115_1,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,132,0,56,0,,,,,,
Diego Martin West,2010,115_2,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,135,0,60,0,,,,,,
Diego Martin West,2010,120,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,190,0,80,0,,,,,,
Diego Martin West,2010,0121_1,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,148,0,49,0,,,,,,
Diego Martin West,2010,0121_2,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,159,0,55,0,,,,,,
Diego Martin West,2010,122,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,237,0,94,0,,,,,,
Diego Martin West,2010,123,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,163,0,55,0,,,,,,
Diego Martin West,2010,124,Diego Martin Boys RC School,,Diego Martin,DIEGO MARTIN PROPER,143,0,75,0,,,,,,
Arouca/Maloney ,2010,1786_01,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,177,0,91,0,0,0,1,0,269,720
Arouca/Maloney ,2010,1786_02,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,160,0,84,0,0,0,0,1,245,
Arouca/Maloney ,2010,1787_01,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,323,0,197,0,0,0,3,1,524,1914
Arouca/Maloney ,2010,1787_02,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,217,0,181,0,0,0,1,0,399,
Arouca/Maloney ,2010,1787_03,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,262,0,202,0,0,0,4,0,468,
Arouca/Maloney ,2010,1788_01,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,264,0,110,0,0,0,2,1,377,516
Arouca/Maloney ,2010,1789_01,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,268,0,136,0,0,0,6,0,410,566
Arouca/Maloney ,2010,1831_01,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,265,0,99,0,0,0,2,0,366,1003
Arouca/Maloney ,2010,1831_02,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,213,0,140,0,0,0,1,2,356,
Arouca/Maloney ,2010,1832,DINSLEY/TRINCITY GOVT PRIMARY SCHOOL,"COR. MONTAGUE AVE & TRINCITY, BOULEVARD ",TRINCITY,DINSLEY / TRINCITY,270,0,214,0,0,0,2,0,486,686
Couva South ,2010,3180,ESPERANZA PRESBYTERIAN SCHOOL ,"HOSEIN STREET, DOW VILLAGE ",CALIFORNIA,DOW VILLAGE,176,279,0,0,0,0,0,1,456,658
Couva South ,2010,3185_01,DOW VILLAGE GOVERNMENT SCHOOL ,DOW VILLAGE ,CALIFORNIA,DOW VILLAGE,69,386,0,0,0,0,0,1,456,2787
Couva South ,2010,3185_02,DOW VILLAGE GOVERNMENT SCHOOL ,DOW VILLAGE ,CALIFORNIA,DOW VILLAGE,105,439,0,0,0,0,0,5,549,
Couva South ,2010,3185_03,DOW VILLAGE GOVERNMENT SCHOOL ,DOW VILLAGE ,CALIFORNIA,DOW VILLAGE,53,314,0,0,0,0,0,1,368,
Couva South ,2010,3185_04,DOW VILLAGE GOVERNMENT SCHOOL ,DOW VILLAGE ,CALIFORNIA,DOW VILLAGE,48,597,0,0,0,0,0,1,646,
Couva South ,2010,3190,ESPERANZA PRESBYTERIAN SCHOOL ,"HOSEIN STREET, DOW VILLAGE ",CALIFORNIA,DOW VILLAGE,21,254,0,0,0,0,0,1,276,364
Couva South ,2010,3196,ESPERANZA COMMUNITY CENTER ,ESPERANZA VILLAGE ROAD ,ESPERANZA ,DOW VILLAGE,17,221,0,0,0,0,0,1,239,285
Couva South ,2010,3197,ESPERANZA COMMUNITY CENTER ,ESPERANZA VILLAGE ROAD ,ESPERANZA ,DOW VILLAGE,7,550,0,0,0,0,0,0,557,679
Oropouche East,2010,,Southern Academy of SDA,,Duncan Village,DUNCAN VILLAGE,213,228,0,0,,,,,,
Oropouche East,2010,,Southern Academy of SDA,,Duncan Village,DUNCAN VILLAGE,227,267,0,0,,,,,,
Oropouche East,2010,,Southern Academy of SDA,,Duncan Village,DUNCAN VILLAGE,183,319,0,0,,,,,,
Oropouche East,2010,,Southern Academy of SDA,,Duncan Village,DUNCAN VILLAGE,50,289,0,0,,,,,,
Oropouche East,2010,,Southern Academy of SDA,,Duncan Village,DUNCAN VILLAGE,176,215,0,0,,,,,,
Mayaro,2010,,Ecclesville Presbyterian School,,Ecclesville,ECCLESVILLE,38,244,0,0,,,,,,
Mayaro,2010,,Ecclesville Presbyterian School,,Ecclesville,ECCLESVILLE,44,169,0,0,,,,,,
Mayaro,2010,,Ecclesville Presbyterian School,,Ecclesville,ECCLESVILLE,18,320,0,0,,,,,,
Mayaro,2010,,Ecclesville Presbyterian School,,Ecclesville,ECCLESVILLE,17,235,0,0,,,,,,
Caroni Central,2010,2840_01,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,268,133,0,0,0,0,0,1,402,3950
Caroni Central,2010,2840_02,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,365,123,0,0,0,0,0,1,489,
Caroni Central,2010,2840_03,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,347,139,0,0,0,0,0,2,488,
Caroni Central,2010,2840_04,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,254,155,0,0,0,0,0,1,410,
Caroni Central,2010,2840_05,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,307,133,0,0,0,0,0,1,441,
Caroni Central,2010,2840_06,EDINBURGH GOVERNMENT PRIMARY SCHOOL ,KESTRAL BOULEVARD,EDINBURGH,EDINBURGH 500,369,141,0,0,0,0,0,0,510,
St. Augustine,2010,,Daljit Moosai El Dorado South SDMS Primary School,,El Dorado,EL DORADO,100,0,196,0,,,,,,
St. Augustine,2010,,Daljit Moosai El Dorado South SDMS Primary School,,El Dorado,EL DORADO,13,0,251,0,,,,,,
St. Augustine,2010,,Daljit Moosai El Dorado South SDMS Primary School,,El Dorado,EL DORADO,4,0,309,0,,,,,,
Tunapuna,2010,,El Dorado North Hindu School,,El Dorado,EL DORADO,288,0,178,0,,,,,,
Tunapuna,2010,,El Dorado North Hindu School,,El Dorado,EL DORADO,172,0,100,0,,,,,,
Tunapuna,2010,,El Dorado North Hindu School,,El Dorado,EL DORADO,159,0,126,0,,,,,,
Tunapuna,2010,,El Dorado West Secondary School,,El Dorado,EL DORADO,165,0,227,0,,,,,,
Tunapuna,2010,,El Dorado West Secondary School,,El Dorado,EL DORADO,126,0,207,0,,,,,,
Tunapuna,2010,,El Dorado West Secondary School,,El Dorado,EL DORADO,140,0,162,0,,,,,,
Tunapuna,2010,,El Dorado West Secondary School,,El Dorado,EL DORADO,139,0,261,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,202,0,128,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,181,0,217,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,151,0,307,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,123,0,370,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,54,0,349,0,,,,,,
Tunapuna,2010,,El Dorado East Secondary School,,El Dorado,EL DORADO,23,0,104,0,,,,,,
Barataria/San Juan,2010,1405_01,DON MIGUEL SDMS SCHOOL ,COR REDMAN LANE & DON MIGUEL ROAD,SAN JUAN ,EL SOCORRO,102,326,0,0,0,0,0,0,428,1987
Barataria/San Juan,2010,1405_02,DON MIGUEL SDMS SCHOOL ,COR REDMAN LANE & DON MIGUEL ROAD,SAN JUAN ,EL SOCORRO,77,402,0,0,0,0,0,0,479,
Barataria/San Juan,2010,1405_03,DON MIGUEL SDMS SCHOOL ,COR REDMAN LANE & DON MIGUEL ROAD,SAN JUAN ,EL SOCORRO,90,382,0,0,0,0,0,2,474,
Barataria/San Juan,2010,1410,EL SOCORRO CENTRAL GOVT PRIMARY SCHOOL ,"HEALTH OFFICE AVENUE, EL SOCORRO ",SAN JUAN ,EL SOCORRO,97,360,0,0,0,0,0,1,458,641
Barataria/San Juan,2010,1411,EL SOCORRO CENTRAL GOVT PRIMARY SCHOOL ,"HEALTH OFFICE AVENUE, EL SOCORRO ",SAN JUAN ,EL SOCORRO,122,236,0,0,0,0,0,4,362,494
Barataria/San Juan,2010,1416,EL SOCORRO CENTRAL GOVT PRIMARY SCHOOL ,"HEALTH OFFICE AVENUE, EL SOCORRO ",SAN JUAN ,EL SOCORRO,53,307,0,0,0,0,0,0,360,471
Barataria/San Juan,2010,1420,EL SOCORRO CENTRAL GOVT PRIMARY SCHOOL ,"HEALTH OFFICE AVENUE, EL SOCORRO ",SAN JUAN ,EL SOCORRO,140,292,0,0,0,0,0,1,433,629
Barataria/San Juan,2010,1435,EL SOCORRO NORTH GOVERNMENT PRIMARY SCHOOL,"LOOTOO ST, EL SOCORRO ",SAN JUAN ,EL SOCORRO,102,305,0,0,0,0,0,0,407,551
Barataria/San Juan,2010,1436_01,EL SOCORRO NORTH GOVERNMENT PRIMARY SCHOOL,"LOOTOO ST, EL SOCORRO ",SAN JUAN ,EL SOCORRO,90,251,0,0,0,0,0,0,341,980
Barataria/San Juan,2010,1436_02,EL SOCORRO NORTH GOVERNMENT PRIMARY SCHOOL,"LOOTOO ST, EL SOCORRO ",SAN JUAN ,EL SOCORRO,65,318,0,0,0,0,0,2,385,
Barataria/San Juan,2010,1415_01,EL SOCORRO SOUTH GOVT PRIMARY SCHOOL,"EL SOCORRO EXTENSION II, EL SOCORRO ",SAN JUAN ,EL SOCORRO EXTENSION ,86,362,0,0,0,0,0,4,452,1894
Barataria/San Juan,2010,1415_02,EL SOCORRO SOUTH GOVT PRIMARY SCHOOL,"EL SOCORRO EXTENSION II, EL SOCORRO ",SAN JUAN ,EL SOCORRO EXTENSION ,62,387,0,0,0,0,0,2,451,
Barataria/San Juan,2010,1415_03,EL SOCORRO SOUTH GOVT PRIMARY SCHOOL,"EL SOCORRO EXTENSION II, EL SOCORRO ",SAN JUAN ,EL SOCORRO EXTENSION ,37,437,0,0,0,0,0,2,476,
Barataria/San Juan,2010,1425,EL SOCORRO SOUTH GOVT PRIMARY SCHOOL,"EL SOCORRO EXTENSION II, EL SOCORRO ",SAN JUAN ,EL SOCORRO EXTENSION ,65,191,0,0,0,0,0,3,259,372
Chaguanas East ,2010,2855_01,ENDEAVOUR HINDU SCHOOL ,"RODNEY ROAD, ENDEAVOUR ",CHAGUANAS,ENDEAVOUR VILLAGE,22,487,0,0,0,1,0,0,510,1166
Chaguanas East ,2010,2855_02,ENDEAVOUR HINDU SCHOOL ,"RODNEY ROAD, ENDEAVOUR ",CHAGUANAS,ENDEAVOUR VILLAGE,12,488,0,0,0,0,0,0,500,
Chaguanas West ,2010,2860_01,ENDEAVOUR HINDU SCHOOL ,"RODNEY ROAD, ENDEAVOUR ",CHAGUANAS,ENDEAVOUR VILLAGE,7,275,0,0,0,0,0,0,282,700
Chaguanas West ,2010,2860_02,ENDEAVOUR HINDU SCHOOL ,"RODNEY ROAD, ENDEAVOUR ",CHAGUANAS,ENDEAVOUR VILLAGE,4,277,0,0,0,0,0,1,282,
Caroni East,2010,2810_01,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,178,252,0,0,0,0,0,3,433,1268
Caroni East,2010,2810_02,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,164,295,0,0,0,0,0,1,460,
Caroni East,2010,2829_01,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,200,194,0,0,0,0,0,1,395,1766
Caroni East,2010,2829_02,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,236,162,0,0,0,0,0,0,398,
Caroni East,2010,2829_03,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,196,180,0,0,0,0,0,1,377,
Chaguanas East ,2010,2828_01,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,257,134,0,0,0,1,0,1,393,1130
Chaguanas East ,2010,2828_02,LENDORE HINDU SCHOOL ,COR ENTERPRISE & SCHOOL STREET,ENTERPRISE,ENTERPRISE,231,174,0,0,0,0,0,1,406,
La Brea,2010,,Erin Road Presbyterian School,,Quarry Village,ERIN PROPER,138,213,0,0,,,,,,
La Brea,2010,,Erin RC School,,Erin,ERIN PROPER,141,73,0,0,,,,,,
La Brea,2010,,Erin RC School,,Erin,ERIN PROPER,144,96,0,0,,,,,,
Siparia,2010,,Erin Road Presbyterian School,,Quarry Village,ERIN PROPER,168,117,0,0,,,,,,
Siparia,2010,,Erin Road Presbyterian School,,Quarry Village,ERIN PROPER,125,190,0,0,,,,,,
Point Fortin,2010,,Fanny Village Government Primary School,,Point Fortin,FANNY VILLAGE,166,0,109,0,,,,,,
Point Fortin,2010,,Fanny Village Community Centre,,Point Fortin,FANNY VILLAGE,169,0,209,0,,,,,,
Point Fortin,2010,,Fanny Village Community Centre,,Point Fortin,FANNY VILLAGE,142,0,119,0,,,,,,
Point Fortin,2010,,Fanny Village Government Primary School,,Point Fortin,FANNY VILLAGE,125,0,95,0,,,,,,
Point Fortin,2010,,Fanny Village Government Primary School,,Point Fortin,FANNY VILLAGE,120,0,66,0,,,,,,
Point Fortin,2010,,Fanny Village Government Primary School,,Point Fortin,FANNY VILLAGE,234,0,124,0,,,,,,
Chaguanas West ,2010,2750_01,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,7,359,0,0,0,0,0,1,367,1602
Chaguanas West ,2010,2750_02,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,10,345,0,0,0,0,0,1,356,
Chaguanas West ,2010,2750_03,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,5,503,0,0,0,0,0,3,511,
Chaguanas West ,2010,2920,FELICITY PRESBYTERIAN SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,48,441,0,0,0,0,0,0,489,639
Chaguanas West ,2010,2925_01,FELICITY PRESBYTERIAN SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,11,393,0,0,0,0,0,0,404,956
Chaguanas West ,2010,2925_02,FELICITY PRESBYTERIAN SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,8,331,0,0,0,0,0,2,341,
Chaguanas West ,2010,2926_01,FELICITY PRESBYTERIAN SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,20,328,0,0,0,0,0,2,350,939
Chaguanas West ,2010,2926_02,FELICITY PRESBYTERIAN SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,19,381,0,0,0,0,0,0,400,
Chaguanas West ,2010,2930_01,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,1,358,0,0,0,0,0,0,359,921
Chaguanas West ,2010,2930_02,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,3,330,0,0,0,0,0,0,333,
Chaguanas West ,2010,2935_01,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,4,332,0,0,0,0,0,2,338,822
Chaguanas West ,2010,2935_02,FELICITY SDMS SCHOOL ,CACANDEE ROAD,FELICITY,FELICITY,6,330,0,0,0,0,0,1,337,
Mortuga/Tableland,2010,,Cowen Hamilton Secondary School,,Fifth Company,FIFTH COMPANY,140,208,0,0,,,,,,
Mortuga/Tableland,2010,,Cowen Hamilton Secondary School,,Fifth Company,FIFTH COMPANY,113,262,0,0,,,,,,
Mortuga/Tableland,2010,,Cowen Hamilton Secondary School,,Fifth Company,FIFTH COMPANY,253,177,0,0,,,,,,
Mortuga/Tableland,2010,,Cowen Hamilton Secondary School,,Fifth Company,FIFTH COMPANY,163,240,0,0,,,,,,
Mortuga/Tableland,2010,,Fifth Company Baptist School,,Fifth Company Village,FIFTH COMPANY VILLAGE,423,69,0,0,,,,,,
Mortuga/Tableland,2010,,Fifth Company Baptist School,,Fifth Company Village,FIFTH COMPANY VILLAGE,186,109,0,0,,,,,,
Mortuga/Tableland,2010,,Cowen Hamilton Secondary School,,Fifth Company,FIFTH COMPANY VILLAGE,192,189,0,0,,,,,,
Cumuto/Manzanilla ,2010,2260_01,FISHING POND PRESBYTERIAN SCHOOL ,5 1/2 FISHING POND ROAD ,FISHING POND,FISHING POND,79,244,0,0,3,0,0,3,329,815
Cumuto/Manzanilla ,2010,2260_02,FISHING POND PRESBYTERIAN SCHOOL ,5 1/2 FISHING POND ROAD ,FISHING POND,FISHING POND,37,247,0,0,0,0,0,0,284,
Cumuto/Manzanilla ,2010,2265,FISHING POND PRESBYTERIAN SCHOOL ,5 1/2 FISHING POND ROAD ,FISHING POND,FISHING POND,122,107,0,0,3,0,0,0,232,303
Lopinot/Bon Air West,2010,,Five Rivers Islamia TLA Primary School,,"Five Rivers, Arouca",FIVE RIVERS,479,0,192,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Islamia TLA Primary School,,"Five Rivers, Arouca",FIVE RIVERS,134,0,154,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Islamia TLA Primary School,,"Five Rivers, Arouca",FIVE RIVERS,143,0,109,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Islamia TLA Primary School,,"Five Rivers, Arouca",FIVE RIVERS,142,0,126,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,144,0,288,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,124,0,269,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,107,0,488,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,125,0,214,0,,,,,,
Lopinot/Bon Air West,2010,,Pundit Teeluckdharry Give Rivers Hindu School,,"Five Rivers, Arouca",FIVE RIVERS,223,0,210,0,,,,,,
Lopinot/Bon Air West,2010,,Pundit Teeluckdharry Give Rivers Hindu School,,"Five Rivers, Arouca",FIVE RIVERS,152,0,368,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,217,0,225,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,322,0,188,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,239,0,156,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,186,0,149,0,,,,,,
Lopinot/Bon Air West,2010,,Five Rivers Secondary School,,Arouca,FIVE RIVERS,234,0,180,0,,,,,,
Tabaquite,2010,,Flanagin Town RC School,,Flanagin Town,FLANAGIN TOWN,144,259,0,0,,,,,,
Caroni Central,2010,3020,FLANAGIN TOWN RC SCHOOL,CAPARO VALLEY BRASSO ROAD ,FLANAGIN TOWN ,FLANAGIN TOWN ,148,305,0,0,0,0,0,2,455,643
Fyzabad,2010,,Forest Reserve AC School,,Forest Reserve,FOREST RESERVE,29,24,0,0,,,,,,
Fyzabad,2010,,Forest Reserve AC School,,Forest Reserve,FOREST RESERVE,59,163,0,0,,,,,,
La Brea,2010,,Forest Reserve A.C. School,,Forest Reserve,FOREST RESERVE,302,90,0,0,,,,,,
Tabaquite,2010,,Forres Park Servol Life Centre,,Forres Park,FORRES PARK,22,354,0,0,,,,,,
Tabaquite,2010,,Forres Park Servol Life Centre,,Forres Park,FORRES PARK,18,384,0,0,,,,,,
Diego Martin Central,2010,51,Four Roads Government Primary School,,Diego Martin,FOUR ROADS,40,0,274,0,,,,,,
Diego Martin Central,2010,53,Four Roads Government Primary School,,Diego Martin,FOUR ROADS,139,0,411,0,,,,,,
Diego Martin Central,2010,54,Four Roads Government Primary School,,Diego Martin,FOUR ROADS,177,0,75,0,,,,,,
Diego Martin Central,2010,55,Four Roads Government Primary School,,Diego Martin,FOUR ROADS,208,0,129,0,,,,,,
Diego Martin Central,2010,56,Four Roads Government Primary School,,Diego Martin,FOUR ROADS,211,0,93,0,,,,,,
Chaguanas West ,2010,2745_01,CARONI PRESBYTERIAN SCHOOL ,"KNAGGS STREET, FREDERICK SETTLEMENT ",CARONI ,FREDERICK SETTLEMENT,72,303,0,0,0,0,0,0,375,1116
Chaguanas West ,2010,2745_02,CARONI PRESBYTERIAN SCHOOL ,"KNAGGS STREET, FREDERICK SETTLEMENT ",CARONI ,FREDERICK SETTLEMENT,54,412,0,0,0,0,0,3,469,
Caroni Central,2010,3005_01,CARAPICHAIMA EAST SECONDARY SCHOOL ,MC LEOD TRACE,FREEPORT ,FREEPORT ,97,248,0,0,0,0,0,0,245,721
Caroni Central,2010,3005_02,CARAPICHAIMA EAST SECONDARY SCHOOL ,MC LEOD TRACE,FREEPORT ,FREEPORT ,59,225,0,0,0,0,0,1,285,
