comm,Census_Poll_Location,community_orignial,male,female,total,African,Caucasian,Chinese,East Indian,Indigenous,Mixed_African_ East_Indian,Mixed _Other,Portuguese,Syrian_Lebanese,other_ethnic_ group,not_stated_ethncity,unknown_ethnicity ,ANGLICAN,BAPTIST _SPIRITUAL_SHOUTER _BAPTIST,BAPTIST ,HINDUISM,ISLAM,JEHOVAHS_WITNESS,METHODIST,PENTECOSTAL_EVANGELICAL_FULL GOSPEL,MORAVIAN,ORISHA,PRESBYTERIAN_CONGREGATIONAL,RASTAFARIAN,ROMAN_CATHOLIC,SEVEN_DAY_ADVENTIST,OTHER_RELIGION,NONE_RELIGION,NOT STATED_RELIGION,UNKNOWN _RELIGION
9942,D'ABADIE,9942 D'ABADIE,2882.284476,2944.893341,5827.177817,2134.393125,7.968401,10.245087,1232.825469,4.553372,372.238161,1672.225867,1.138343,2.276686,30.735261,358.578045,5827.177817,409.80348,333.534499,17.075145,413.218509,119.526015,68.30058,25.043546,1042.722188,9.106744,147.98459,83.099039,21.628517,1634.660548,314.182668,73.992295,154.814648,958.484806,5827.177817
8204,DANNY VILLAGE,8204 DANNY VILLAGE,157.091196,170.7513,327.842496,185.549746,0,0,20.490156,0,35.288602,77.407256,0,0,0,9.106736,327.842496,33.011918,28.45855,3.415026,0,2.276684,5.69171,1.138342,68.30052,0,0,1.138342,4.553368,140.016066,5.69171,15.936788,4.553368,13.660104,327.842496
9307,DARREL SPRING,9307 DARREL SPRING,887.642375,982.70601,1870.348385,1614.93645,2.29069,0,45.8138,0,56.121905,93.91829,0,0,1.145345,56.121905,1870.348385,223.342275,215.32486,26.342935,14.889485,20.61621,53.831215,128.27864,389.4173,17.180175,18.32552,0,9.16276,168.365715,240.52245,129.423985,99.645015,115.679845,1870.348385
8106,DE GANNES VILLAGE,8106 DE GANNES VILLAGE,1014.262722,1019.954432,2034.217154,590.799498,3.415026,12.521762,837.819712,0,211.731612,280.032132,0,0,1.138342,96.75907,2034.217154,132.047672,112.695858,0,412.079804,120.664252,20.490156,0,288.000526,0,1.138342,91.06736,11.38342,574.86271,36.426944,61.470468,25.043524,146.846118,2034.217154
7207,DEBE PROPER,7207 DEBE PROPER,3657.499272,3426.41544,7083.914712,13.660128,1.138344,14.798472,6478.315704,0,58.055544,47.810448,1.138344,0,0,468.997728,7083.914712,3.415032,12.521784,47.810448,4576.14288,429.155688,12.521784,0,653.409456,0,2.276688,153.67644,0,72.854016,7.968408,188.965104,12.521784,910.6752,7083.914712
5106,DEEP RAVINE / CLEAR WATER,5106 DEEP RAVINE / CLEAR WATER,261.81521,267.506845,529.322055,73.991255,0,0,316.454906,0,10.244943,109.279392,0,0,0,19.351559,529.322055,3.414981,15.936578,1.138327,146.844183,19.351559,6.829962,0,126.354297,0,0,21.628213,0,58.054677,48.948061,0,1.138327,79.68289,529.322055
9604,DELAFORD,9604 DELAFORD,316.11522,278.318835,594.434055,568.09112,2.29069,0,0,1.145345,2.29069,9.16276,0,0,0,11.45345,594.434055,153.47623,26.342935,0,0,0,6.87207,6.87207,138.586745,3.436035,0,0,0,128.27864,88.191565,2.29069,20.61621,19.470865,594.434055
9603,DELAFORD / LOUIS D'OR-LAND SETTLEMENT,9603 DELAFORD / LOUIS D'OR-LAND SETTLEMENT,467.30076,439.81248,907.11324,849.84599,0,0,4.58138,0,34.36035,10.308105,0,0,0,8.017415,907.11324,240.52245,83.610185,0,1.145345,1.145345,6.87207,9.16276,180.96451,2.29069,0,0,5.726725,156.912265,168.365715,5.726725,28.633625,16.03483,907.11324
8107,DELHI SETTLEMENT,8107 DELHI SETTLEMENT,1707.513,1619.860666,3327.373666,1128.096922,0,0,1458.216102,1.138342,232.221768,424.601566,0,0,0,83.098966,3327.373666,169.612958,300.522288,22.76684,594.214524,46.672022,33.011918,7.968394,796.8394,0,11.38342,327.842496,28.45855,341.5026,95.620728,200.348192,50.087048,300.522288,3327.373666
4410,DIAMOND (Couva/Tab/Tal.),4410 DIAMOND (Couva/Tab/Tal.),528.19208,519.08532,1047.2774,352.88695,0,1.138345,404.112475,0,190.103615,39.842075,0,0,0,59.19394,1047.2774,21.628555,166.19837,13.66014,220.83893,87.652565,3.415035,1.138345,122.94126,0,4.55338,28.458625,6.83007,84.23753,27.32028,165.060025,14.798485,78.545805,1047.2774
7208,DIAMOND (Penal/Debe),7208 DIAMOND (Penal/Debe),833.267808,821.884368,1655.152176,243.605616,1.138344,0,1215.751392,0,35.288664,86.514144,0,0,1.138344,71.715672,1655.152176,102.45096,103.589304,18.213504,546.40512,109.281024,10.245096,0,401.835432,0,17.07516,136.60128,2.276688,111.557712,7.968408,23.905224,5.69172,58.055544,1655.152176
3114,DIAMOND VALE,3114 DIAMOND VALE,2464.521255,2908.476585,5372.99784,2446.307703,46.672227,46.672227,404.113185,3.415041,298.246914,1898.762796,19.351899,2.276694,13.660164,193.51899,5372.99784,728.54208,116.111394,14.798511,30.735369,99.036189,116.111394,68.30082,459.892188,5.691735,132.048252,17.075205,18.213552,2807.163702,113.8347,93.344454,83.099331,468.998964,5372.99784
3144,DIBE / BELLE VUE,3144 DIBE / BELLE VUE,1642.634721,1644.911415,3287.546136,2276.694,12.521817,4.553388,228.807747,2.276694,381.346245,261.81981,2.276694,17.075205,14.798511,85.376025,3287.546136,461.030535,331.258977,2.276694,29.597022,53.502309,73.992555,55.779003,701.221752,1.138347,13.660164,3.415041,30.735369,817.333146,122.941476,102.45123,166.198662,321.013854,3287.546136
3113,DIEGO MARTIN INDUSTRIAL ESTATE,3113 DIEGO MARTIN INDUSTRIAL ESTATE,537.299784,560.066724,1097.366508,700.083405,0,0,76.269249,1.138347,138.878334,129.771558,0,0,0,51.225615,1097.366508,174.167091,80.822637,5.691735,15.936858,60.332391,13.660164,0,209.455848,0,21.628593,0,18.213552,173.028744,122.941476,25.043634,29.597022,146.846763,1097.366508
3111,DIEGO MARTIN PROPER,3111 DIEGO MARTIN PROPER,2867.496093,3039.38649,5906.882583,1812.248424,267.511545,102.45123,696.668364,11.38347,502.011027,1998.937332,60.332391,11.38347,42.118839,401.836491,5906.882583,462.168882,133.186599,22.76694,110.419659,176.443785,100.174536,33.012063,809.364717,0,35.288757,34.15041,17.075205,2932.381872,157.091886,171.890397,206.040807,505.426068,5906.882583
3344,DINSLEY,3344 DINSLEY,1320.47788,1346.659769,2667.137649,679.590771,1.138343,3.415029,1311.371136,0,198.071682,383.621591,1.138343,0,1.138343,87.652411,2667.137649,210.593455,278.894035,5.691715,550.958012,118.387672,12.521773,7.968401,356.301359,1.138343,81.960696,83.099039,1.138343,398.42005,40.980348,87.652411,22.76686,408.665137,2667.137649
3346,DINSLEY / TRINCITY,3346 DINSLEY / TRINCITY,4242.604361,4877.799755,9120.404116,4627.364295,69.438923,18.213488,1144.034715,12.521773,547.542983,2222.045536,5.691715,18.213488,13.660116,441.677084,9120.404116,1205.505237,220.838542,27.320232,330.11947,224.253571,185.549909,101.312527,1492.367673,21.628517,23.905203,136.60116,10.245087,3482.191237,328.981127,404.111765,236.775344,688.697515,9120.404116
4411,DOW VILLAGE,4411 DOW VILLAGE (Couva/Tab/Tal.),1864.60911,1774.679855,3639.288965,433.709445,2.27669,0,2746.826485,2.27669,126.356295,217.423895,0,0,1.138345,109.28112,3639.288965,83.099185,102.45105,2.27669,1601.651415,438.262825,26.181935,11.38345,560.06574,0,9.10676,155.953265,2.27669,235.637415,40.98042,192.380305,34.15035,143.43147,3639.288965
8108,DOW VILLAGE (Siparia),8108 DOW VILLAGE (Siparia),1221.440966,1141.757026,2363.197992,595.352866,4.553368,13.660104,1205.504178,0,92.205702,402.973068,0,1.138342,0,47.810364,2363.197992,128.632646,79.68394,9.106736,206.039902,73.99223,26.181866,2.276684,371.099492,0,0,34.15026,13.660104,415.49483,78.545598,54.640416,36.426944,833.266344,2363.197992
7209,DUNCAN VILLAGE,7209 DUNCAN VILLAGE,2543.060496,2761.622544,5304.68304,1587.98988,7.968408,22.76688,2212.940736,1.138344,481.519512,734.23188,3.415032,5.69172,5.69172,241.328928,5304.68304,377.930208,159.36816,50.087136,776.350608,310.767912,77.407392,29.596944,1186.154448,0,17.07516,406.388808,10.245096,1101.916992,59.193888,293.692752,67.162296,381.34524,5304.68304
7508,DYERS VILLAGE,7508 DYERS VILLAGE,301.660895,333.534499,635.195394,268.648948,0,1.138343,281.170721,0,36.426976,37.565319,0,0,0,10.245087,635.195394,26.181889,12.521773,87.652411,178.719851,5.691715,2.276686,0,39.842005,0,0,23.905203,0,91.06744,14.798459,0,3.415029,149.122933,635.195394
1012,EAST PORT OF SPAIN,1012 EAST PORT OF SPAIN,4293.871288,4546.585876,8840.457164,6281.437372,4.553416,11.38354,215.148906,13.660248,972.154316,826.445004,0,2.276708,10.245186,503.152468,8840.457164,1179.334744,1106.480088,55.779346,39.84239,239.05434,136.60248,99.036798,1137.215646,44.395806,159.36956,9.106832,78.546426,2742.294786,295.97204,145.709312,252.714588,1119.001982,8840.457164
9103,EASTERFIELD,9103 EASTERFIELD,423.77765,435.2311,859.00875,731.875455,1.145345,0,21.761555,1.145345,13.74414,57.26725,0,0,0,32.06966,859.00875,81.319495,83.610185,3.436035,0,6.87207,12.598795,120.261225,114.5345,17.180175,1.145345,3.436035,0,73.30208,151.18554,77.88346,43.52311,68.7207,859.00875
3206,EASTERN QUARRY,3206 EASTERN QUARRY,2494.109513,2548.749977,5042.85949,4152.675264,0,0,86.514068,0,359.716388,177.581508,0,0,1.138343,265.233919,5042.85949,522.499437,973.283265,5.691715,26.181889,159.36802,129.771102,55.778807,853.75725,5.691715,152.537962,0,25.043546,1306.817764,224.253571,42.118691,109.280928,450.783828,5042.85949
9810,ECCLES VILLAGE,9810 ECCLES VILLAGE,917.50513,902.706681,1820.211811,182.135044,0,2.276686,1380.811081,0,95.62089,68.300612,0,0,0,91.067498,1820.211811,39.842043,22.766872,27.320234,606.737303,243.605574,2.276686,0,273.20254,0,0,280.032602,0,94.482535,61.470542,47.810458,12.521777,108.142645,1820.211811
5107,ECCLESVILLE,5107 ECCLESVILLE,1097.347228,965.301296,2062.648524,188.962282,0,2.276654,1474.133465,1.138327,75.129582,200.345552,0,0,0,120.662662,2062.648524,5.691635,70.576274,27.319848,655.676352,190.100609,13.659924,0,224.250419,0,23.904867,196.930571,1.138327,257.261902,85.374525,29.596502,27.319848,253.846921,2062.648524
4012,EDINBURGH 500,4012 EDINBURGH 500,3973.937958,4488.466734,8462.404692,4594.332168,27.320112,7.968366,942.543864,5.69169,852.615162,1478.701062,2.276676,0,9.106704,541.848888,8462.404692,668.204406,422.323398,70.576956,275.477796,202.624164,169.612362,95.620392,1806.542406,12.521718,243.604332,86.513688,5.69169,2561.2605,356.299794,265.232754,162.782334,1057.516002,8462.404692
4013,EDINBURGH GARDENS,4013 EDINBURGH GARDENS,438.26013,498.592044,936.852174,190.102446,2.276676,0,532.742184,0,51.22521,126.355518,1.138338,2.276676,1.138338,29.596788,936.852174,25.043436,12.521718,9.106704,287.999514,71.715294,14.798394,2.276676,145.707264,0,0,44.395182,0,186.687432,23.905098,10.245042,4.553352,97.897068,936.852174
4210,EDINBURGH VILLAGE,4210 EDINBURGH VILLAGE,464.44476,521.36201,985.80677,143.43147,1.138345,2.27669,640.888235,1.138345,37.565385,110.419465,1.138345,0,1.138345,46.672145,985.80677,11.38345,29.59697,0,297.108045,130.909675,9.10676,0,193.51865,0,0,19.351865,1.138345,154.81492,6.83007,45.5338,13.66014,72.85408,985.80677
8006,EGYPT VILLAGE,8006 EGYPT VILLAGE,1111.01496,1156.54836,2267.56332,1317.053595,1.138335,0,328.978815,0,250.4337,150.26022,0,0,0,219.698655,2267.56332,145.70688,315.318795,40.98006,130.908525,33.011715,67.161765,10.245015,307.35045,0,30.735045,35.288385,4.55334,350.60718,173.02692,124.078515,80.821785,417.768945,2267.56332
3307,EL DORADO,3307 EL DORADO,3095.154617,3334.206647,6429.361264,120.664358,0,4.553372,315.321011,0,37.565319,99.035841,0,0,0,5852.221363,6429.361264,43.257034,11.38343,1.138343,196.933339,10.245087,4.553372,1.138343,109.280928,0,3.415029,14.798459,0,124.079387,9.106744,30.735261,6.830058,5862.46645,6429.361264
3207,EL SOCORRO,3207 EL SOCORRO,4011.520732,4037.702621,8049.223353,1873.712578,1.138343,17.075145,4419.047526,1.138343,488.349147,772.934897,3.415029,0,4.553372,467.858973,8049.223353,307.35261,140.016189,18.213488,2105.93455,1372.841658,86.514068,18.213488,991.496753,2.276686,23.905203,105.865899,19.351831,1325.031252,266.372262,267.510605,141.154532,857.172279,8049.223353
3208,EL SOCORRO EXTENSION,3208 EL SOCORRO EXTENSION,1305.679421,1274.94416,2580.623581,426.878625,0,6.830058,1659.704094,6.830058,147.98459,236.775344,0,0,2.276686,93.344126,2580.623581,62.608865,61.470522,5.691715,1120.129512,239.05203,34.15029,10.245087,404.111765,3.415029,15.936802,61.470522,0,234.498658,88.790754,72.853952,30.735261,135.462817,2580.623581
1003,ELLERSLIE PARK,1003 ELLERSLIE PARK,140.017542,136.60248,276.620022,22.76708,53.502638,5.69177,37.565682,0,0,78.546426,0,34.15062,7.968478,36.427328,276.620022,14.798602,5.69177,0,3.415062,0,3.415062,1.138354,6.830124,0,4.553416,14.798602,0,150.262728,0,1.138354,7.968478,62.60947,276.620022
2013,EMBACADERE,2013 EMBACADERE,779.77112,755.865728,1535.636848,810.506624,0,3.415056,175.306208,0,200.349952,183.274672,0,0,0,162.784336,1535.636848,215.148528,134.325536,11.38352,80.822992,31.873856,30.735504,17.07528,318.73856,0,11.38352,19.351984,1.138352,318.73856,17.07528,36.427264,55.779248,235.638864,1535.636848
4010,ENDEAVOUR VILLAGE,4010 ENDEAVOUR VILLAGE,2259.60093,2189.023974,4448.624904,201.485826,6.830028,18.213408,3732.610302,3.415014,152.537292,256.12605,0,3.415014,7.968366,66.023604,4448.624904,33.011802,48.948534,5.69169,2473.608474,439.398468,25.043436,4.553352,524.773818,1.138338,10.245042,104.727096,1.138338,324.42633,27.320112,254.987712,35.288478,134.323884,4448.624904
4001,ENTERPRISE,4001 ENTERPRISE,7215.924582,7211.37123,14427.29581,6653.58561,6.830028,13.660056,4019.471478,6.830028,1317.057066,1916.961192,4.553352,0,11.38338,476.963622,14427.29581,661.374378,1463.902668,256.12605,1994.368176,701.216208,260.679402,229.944276,3356.958762,25.043436,126.355518,91.06704,33.011802,2247.079212,613.564182,1180.456506,383.619906,802.52829,14427.29581
3348,ERIC WILLIAMS MEDICAL COMPLEX,3348 ERIC WILLIAMS MEDICAL COMPLEX,62.608865,72.853952,135.462817,33.011947,0,0,83.099039,0,0,14.798459,0,0,3.415029,1.138343,135.462817,1.138343,5.691715,0,71.715609,1.138343,5.691715,0,11.38343,1.138343,0,6.830058,0,15.936802,3.415029,6.830058,2.276686,2.276686,135.462817
8205,BUENOS AYRES,8205 ERIN / BUENOS AYRES,228.806742,201.486534,430.293276,138.877724,0,0,89.929018,0,33.011918,166.197932,0,0,0,2.276684,430.293276,18.213472,23.905182,1.138342,39.84197,10.245078,4.553368,0,44.395338,0,64.885494,0,0,128.632646,50.087048,22.76684,3.415026,18.213472,430.293276
8206,ERIN PROPER,8206 ERIN PROPER,198.071508,204.90156,402.973068,198.071508,0,1.138342,77.407256,0,14.798446,94.482386,0,0,0,17.07513,402.973068,3.415026,21.628498,3.415026,33.011918,10.245078,1.138342,0,33.011918,0,1.138342,12.521762,0,137.739382,83.098966,39.84197,2.276684,20.490156,402.973068
4005,ESMERALDA,4005 ESMERALDA,980.109018,991.492398,1971.601416,327.841344,0,4.553352,1280.63025,3.415014,124.078842,166.197348,1.138338,0,1.138338,62.60859,1971.601416,36.426816,48.948534,5.69169,823.018374,116.110476,55.778562,13.660056,433.706778,0,0,44.395182,0,196.932474,64.885266,14.798394,30.735126,86.513688,1971.601416
7210,ESPERANCE VILLAGE,7210 ESPERANCE VILLAGE,611.290728,652.271112,1263.56184,108.14268,7.968408,1.138344,916.36692,0,26.181912,126.356184,0,0,2.276688,75.130704,1263.56184,20.490192,25.043568,4.553376,470.136072,135.462936,7.968408,0,221.97708,0,0,93.344208,0,132.047904,6.830064,50.087136,34.15032,61.470576,1263.56184
4412,ESPERANZA,4412 ESPERANZA,199.210375,175.30513,374.515505,14.798485,0,0,310.768185,0,12.521795,23.905245,0,0,1.138345,11.38345,374.515505,9.10676,3.415035,0,250.4359,43.25711,0,0,18.21352,0,0,2.27669,0,19.351865,5.691725,5.691725,1.138345,15.93683,374.515505
4109,FAIRVIEW,4109 FAIRVIEW,311.90653,282.30956,594.21609,248.15921,0,7.968415,232.22238,0,28.458625,55.778905,0,0,0,21.628555,594.21609,59.19394,23.905245,1.138345,73.992425,45.5338,7.968415,1.138345,85.375875,0,0,27.32028,2.27669,177.58182,10.245105,36.42704,31.87366,10.245105,594.21609
3123,FAIRWAYS,3123 FAIRWAYS,487.212516,506.564415,993.776931,107.004618,184.412214,40.980492,144.570069,1.138347,20.490246,402.974838,9.106776,29.597022,7.968429,45.53388,993.776931,83.099331,1.138347,2.276694,43.257186,43.257186,10.245123,6.830082,71.715861,0,0,17.075205,0,585.110358,4.553388,14.798511,35.288757,75.130902,993.776931
8003,FANNY VILLAGE,8003 FANNY VILLAGE,2127.548115,2127.548115,4255.09623,2523.688695,0,3.415005,700.076025,1.138335,221.975325,461.025675,0,0,0,343.77717,4255.09623,339.22383,579.412515,40.98006,283.445415,81.96012,92.205135,15.93669,580.55085,1.138335,80.821785,55.778415,27.32004,681.862665,252.71037,601.04088,107.00349,433.705635,4255.09623
7307,FARNUM VILLAGE,7307 FARNUM VILLAGE,481.519935,459.89138,941.411315,61.47063,1.138345,1.138345,673.90024,0,116.11119,36.42704,0,0,2.27669,48.948835,941.411315,9.10676,12.521795,12.521795,284.58625,200.34872,4.55338,0,112.696155,0,4.55338,165.060025,2.27669,42.118765,1.138345,12.521795,27.32028,50.08718,941.411315
3229,FEBEAU VILLAGE,3229 FEBEAU VILLAGE,2581.761924,2671.691021,5253.452945,3878.334601,0,2.276686,140.016189,0,621.535278,446.230456,11.38343,2.276686,2.276686,149.122933,5253.452945,535.02121,735.369578,11.38343,52.363778,52.363778,45.53372,35.288633,1096.224309,4.553372,244.743745,9.106744,36.426976,1331.86131,401.835079,97.897498,239.05203,324.427755,5253.452945
1004,FEDERATION PARK,1004 FEDERATION PARK,127.495648,167.338038,294.833686,56.9177,52.364284,4.553416,54.640992,0,13.660248,64.886178,1.138354,6.830124,18.213664,21.628726,294.833686,21.628726,2.276708,0,6.830124,10.245186,0,1.138354,14.798602,1.138354,7.968478,22.76708,0,170.7531,1.138354,1.138354,9.106832,23.905434,294.833686
4008,FELICITY,4008 FELICITY,3862.380834,3778.143822,7640.524656,194.655798,1.138338,7.968366,7040.62053,1.138338,117.248814,92.205378,0,0,2.276676,183.272418,7640.524656,38.703492,17.07507,4.553352,5153.256126,287.999514,11.38338,19.351746,716.014602,0,0,157.090644,1.138338,118.387152,182.13408,530.465508,42.118506,360.853146,7640.524656
4413,FELICITY HALL,4413 FELICITY HALL,274.341145,281.171215,555.51236,37.565385,0,0,466.72145,2.27669,37.565385,2.27669,0,0,0,9.10676,555.51236,0,17.075175,1.138345,410.942545,33.012005,2.27669,0,17.075175,0,0,0,1.138345,30.735315,17.075175,18.21352,0,6.83007,555.51236
7510,FIFTH COMPANY,7510 FIFTH COMPANY,726.262834,727.401177,1453.664011,862.863994,0,9.106744,306.214267,0,61.470522,108.142585,0,1.138343,1.138343,103.589213,1453.664011,81.960696,335.811185,344.917929,35.288633,191.241624,1.138343,0,171.889793,0,7.968401,11.38343,7.968401,36.426976,29.596918,37.565319,36.426976,124.079387,1453.664011
6403,FISHING POND,6403 FISHING POND,1597.088214,1460.487654,3057.575868,463.303566,2.276676,1.138338,1730.27376,3.415014,232.220952,549.817254,0,0,7.968366,67.161942,3057.575868,38.703492,85.37535,13.660056,775.208178,118.387152,138.877236,11.38338,472.41027,0,0,185.549094,7.968366,593.074098,243.604332,160.505658,88.790364,124.078842,3057.575868
3335,FIVE RIVERS,3335 FIVE RIVERS,2310.83629,2391.658643,4702.494933,1959.088303,10.245087,10.245087,1170.216604,2.276686,426.878625,899.29097,2.276686,1.138343,6.830058,214.008484,4702.494933,284.58575,184.411566,12.521773,441.677084,101.312527,81.960696,21.628517,993.773439,4.553372,29.596918,58.055493,6.830058,1018.816985,275.479006,367.684789,69.438923,750.168037,4702.494933
4110,FLANAGIN TOWN,4110 FLANAGIN TOWN,490.626695,421.18765,911.814345,97.89767,1.138345,1.138345,383.622265,0,59.19394,361.99371,0,0,0,6.83007,911.814345,4.55338,9.10676,4.55338,101.312705,4.55338,2.27669,6.83007,87.652565,0,0,6.83007,1.138345,446.23124,45.5338,20.49021,17.075175,153.676575,911.814345
5206,FONROSE VILLAGE,5206 FONROSE VILLAGE,484.927302,429.149279,914.076581,22.76654,3.414981,1.138327,741.050877,0,28.458175,108.141065,0,1.138327,0,7.968289,914.076581,1.138327,6.829962,2.276654,388.169507,18.213232,0,0,96.757795,0,3.414981,87.651179,0,48.948061,53.501369,6.829962,5.691635,194.653917,914.076581
8306,FOREST RESERVE,8306 FOREST RESERVE,33.011918,25.043524,58.055442,29.596892,0,1.138342,25.043524,0,0,0,0,0,2.276684,0,58.055442,13.660104,0,6.830052,11.38342,0,0,0,0,0,0,5.69171,0,3.415026,0,0,0,17.07513,58.055442
7308,FORRES PARK,7308 FORRES PARK,721.71073,662.51679,1384.22752,20.49021,1.138345,4.55338,1223.720875,0,36.42704,11.38345,0,0,0,86.51422,1384.22752,9.10676,4.55338,0,876.52565,68.3007,4.55338,0,227.669,0,0,31.87366,0,21.628555,21.628555,0,14.798485,103.589395,1384.22752
3121,FORT GEORGE,3121 FORT GEORGE,155.953539,137.739987,293.693526,77.407596,20.490246,0,34.15041,0,23.905287,122.941476,2.276694,2.276694,1.138347,9.106776,293.693526,20.490246,14.798511,0,6.830082,9.106776,0,1.138347,62.609085,0,1.138347,5.691735,5.691735,120.664782,6.830082,6.830082,19.351899,12.521817,293.693526
3125,FOUR ROADS,3125 FOUR ROADS (Diego Martin),1103.058243,1177.050798,2280.109041,873.112149,30.735369,21.628593,198.072378,1.138347,153.676845,701.221752,10.245123,9.106776,3.415041,277.756668,2280.109041,227.6694,76.269249,22.76694,21.628593,11.38347,38.703798,0,298.246914,0,1.138347,1.138347,3.415041,815.056452,85.376025,1.138347,31.873716,644.304402,2280.109041
6604,FOUR ROADS-TAMANA (Sangre Grande),6604 FOUR ROADS-TAMANA (Sangre Grande),328.979682,328.979682,657.959364,112.695462,0,1.138338,190.102446,4.553352,143.430588,195.794136,1.138338,0,0,9.106704,657.959364,3.415014,7.968366,0,68.30028,23.905098,10.245042,0,134.323884,0,0,10.245042,0,233.35929,71.715294,18.213408,30.735126,45.53352,657.959364
4304,FREDERICK SETTLEMENT,4304 FREDERICK SETTLEMENT,644.302138,606.736819,1251.038957,128.632759,1.138343,1.138343,900.429313,0,39.842005,3.415029,0,0,0,176.443165,1251.038957,47.810406,14.798459,5.691715,656.823911,100.174184,4.553372,0,145.707904,0,0,46.672063,0,26.181889,5.691715,6.830058,0,190.103281,1251.038957
9913,FREEPORT,9913 FREEPORT,5371.850055,5223.865205,10595.71526,910.676,7.968415,9.10676,7824.98353,2.27669,439.40117,642.02658,5.691725,0,5.691725,747.892665,10595.71526,137.739745,91.0676,17.075175,3913.63011,1659.70701,71.715735,25.04359,1591.40631,0,6.83007,412.08089,31.87366,927.751175,70.57739,307.35315,64.885665,1266.977985,10595.71526
4415,FRIENDSHIP,4415 FRIENDSHIP,107.00443,109.28112,216.28555,53.502215,0,0,121.802915,0,5.691725,33.012005,2.27669,0,0,0,216.28555,22.7669,6.83007,1.138345,78.545805,26.181935,0,3.415035,22.7669,0,0,3.415035,1.138345,31.87366,0,0,12.521795,5.691725,216.28555
8408,FULLERTON,8408 FULLERTON,354.024362,298.245604,652.269966,94.482386,0,2.276684,390.451306,0,101.312438,35.288602,0,0,3.415026,25.043524,652.269966,14.798446,13.660104,70.577204,145.707776,54.640416,3.415026,0,97.897412,0,0,0,0,198.071508,2.276684,6.830052,11.38342,33.011918,652.269966
8109,FYZABAD,8109 FYZABAD,1323.891746,1305.678274,2629.57002,858.309868,0,11.38342,1145.172052,1.138342,252.711924,318.73576,0,1.138342,2.276684,38.703628,2629.57002,204.90156,215.146638,27.320208,500.87048,137.739382,38.703628,6.830052,516.807268,0,12.521762,272.063738,13.660104,491.763744,63.747152,21.628498,21.628498,84.237308,2629.57002
7309,GASPARILLO,7309 GASPARILLO,4931.31054,4957.492475,9888.803015,2831.064015,1.138345,35.288695,4857.318115,29.59697,741.062595,876.52565,2.27669,0,15.93683,498.59511,9888.803015,360.855365,499.733455,147.98485,2317.67042,856.03544,138.87809,36.42704,1830.45876,3.415035,28.458625,480.38159,13.66014,1547.010855,199.210375,579.417605,108.142775,741.062595,9888.803015
7101,GEORGE VILLAGE,7101 GEORGE VILLAGE,1963.641675,1812.242056,3775.883731,423.463596,0,3.415029,2416.702189,0,161.644706,474.689031,0,0,4.553372,291.415808,3775.883731,77.407324,47.810406,186.688252,1539.039736,153.676305,27.320232,0,656.823911,0,20.490174,173.028136,1.138343,311.905982,48.948749,108.142585,46.672063,376.791533,3775.883731
8110,GHEERAHOO,8110 GHEERAHOO,145.707776,129.770988,275.478764,2.276684,0,0,243.605188,0,7.968394,18.213472,1.138342,0,0,2.276684,275.478764,1.138342,12.521762,1.138342,127.494304,0,2.276684,0,78.545598,0,13.660104,12.521762,0,6.830052,0,0,6.830052,12.521762,275.478764
9201,GLAMARGAN,9201 GLAMORGAN,353.911605,365.365055,719.27666,648.26527,0,0,4.58138,0,38.94173,8.017415,0,0,0,19.470865,719.27666,91.6276,77.88346,0,0,1.145345,12.598795,13.74414,96.20898,0,0,0,2.29069,9.16276,318.40591,8.017415,67.575355,20.61621,719.27666
3116,GLENCOE,3116 GLENCOE,328.982283,379.069551,708.051834,161.645274,89.929413,18.213552,54.640656,0,46.672227,249.297993,5.691735,5.691735,2.276694,73.992555,708.051834,54.640656,1.138347,0,5.691735,1.138347,2.276694,6.830082,23.905287,2.276694,12.521817,12.521817,1.138347,455.3388,6.830082,2.276694,29.597022,89.929413,708.051834
9812,GOLCONDA VILLAGE,9812 GOLCONDA,992.635845,920.920177,1913.556022,240.190565,1.138344,13.660121,1247.62487,1.138344,176.443309,153.676431,1.138344,0,1.138344,77.40735,1913.556022,69.438975,13.660123,21.628536,599.907217,136.601261,17.075158,9.106752,508.839715,0,4.553376,119.526111,6.830064,163.92153,5.691716,68.300624,58.055542,110.419322,1913.556022
9505,GOLDEN LANE,9505 GOLDEN LANE,377.96385,344.748845,722.712695,665.445445,4.58138,0,6.87207,0,27.48828,2.29069,0,0,0,16.03483,722.712695,42.377765,148.89485,0,1.145345,6.87207,3.436035,8.017415,99.645015,125.98795,0,0,5.726725,8.017415,99.645015,125.98795,25.19759,21.761555,722.712695
9813,GONZALES (Point Fortin),9813 GONZALES (Point Fortin),1005.151324,1029.05645,2034.207774,1317.055954,2.276684,2.276684,63.746802,12.521685,153.675323,185.549074,0,0,0,297.105568,2034.207774,117.24882,418.907945,13.66002,5.691675,12.521685,73.991915,5.691703,182.133992,0,66.023598,28.458382,1.138335,402.971346,119.525294,149.121927,39.841795,397.279342,2034.207774
1005,GONZALES (Port of Spain),1005 GONZALES (Port of Spain),904.99143,986.952918,1891.944348,1219.177134,0,7.968478,78.546426,0,243.607756,231.085862,0,0,3.415062,108.14363,1891.944348,250.43788,142.29425,64.886178,22.76708,23.905434,43.257452,34.15062,281.173438,6.830124,29.597204,11.38354,22.76708,635.201532,77.408072,21.628726,66.024532,158.231206,1891.944348
